title,link,reviewer,stars,gm,year,sentiment_sentiment_neg,sentiment_sentiment_neu,sentiment_sentiment_pos,sentiment_sentiment_compound,review_length
Homicide,https://www.rogerebert.com/reviews/homicide-1991,Roger Ebert,4.0,False,1991,0.111,0.808,0.08,-0.9898,4100
The Man in the Moon,https://www.rogerebert.com/reviews/the-man-in-the-moon-1991,Roger Ebert,4.0,False,1991,0.076,0.764,0.16,0.9989,6418
My Mother's Castle,https://www.rogerebert.com/reviews/my-mothers-castle-1991,Roger Ebert,4.0,False,1991,0.048,0.823,0.129,0.996,3797
Dead Again,https://www.rogerebert.com/reviews/dead-again-1991,Roger Ebert,4.0,False,1991,0.124,0.765,0.111,-0.6602,4542
My Father's Glory,https://www.rogerebert.com/reviews/my-fathers-glory-1991,Roger Ebert,4.0,False,1991,0.02,0.807,0.173,0.9992,4402
Boyz N the Hood,https://www.rogerebert.com/reviews/boyz-n-the-hood-1991,Roger Ebert,4.0,False,1991,0.095,0.771,0.133,0.9883,4935
An Angel at My Table,https://www.rogerebert.com/reviews/an-angel-at-my-table-1991,Roger Ebert,4.0,False,1991,0.105,0.75,0.145,0.9893,4190
L.A. Story,https://www.rogerebert.com/reviews/la-story-1991,Roger Ebert,4.0,False,1991,0.037,0.783,0.18,0.9988,3867
The Grifters,https://www.rogerebert.com/reviews/the-grifters-1991,Roger Ebert,4.0,False,1991,0.14,0.697,0.163,0.9854,5212
Awakenings,https://www.rogerebert.com/reviews/awakenings-1990,Roger Ebert,4.0,False,1990,0.063,0.796,0.14,0.9988,6479
Dances with Wolves,https://www.rogerebert.com/reviews/dances-with-wolves-1990,Roger Ebert,4.0,False,1990,0.109,0.767,0.125,0.9252,6756
Reversal of Fortune,https://www.rogerebert.com/reviews/reversal-of-fortune-1990,Roger Ebert,4.0,False,1990,0.106,0.747,0.147,0.9951,5959
Fantasia,https://www.rogerebert.com/reviews/fantasia-1990,Roger Ebert,4.0,False,1990,0.007,0.85,0.143,0.9985,4218
Dick Tracy,https://www.rogerebert.com/reviews/dick-tracy-1990,Roger Ebert,4.0,False,1990,0.088,0.83,0.081,-0.9652,7004
My Left Foot,https://www.rogerebert.com/reviews/my-left-foot-1990,Roger Ebert,4.0,False,1990,0.1,0.707,0.193,0.9992,6180
Driving Miss Daisy,https://www.rogerebert.com/reviews/driving-miss-daisy-1990,Roger Ebert,4.0,False,1990,0.064,0.804,0.132,0.9973,5450
Born on the Fourth of July,https://www.rogerebert.com/reviews/born-on-the-fourth-of-july-1989,Roger Ebert,4.0,False,1989,0.169,0.742,0.089,-0.9992,7560
The Little Mermaid,https://www.rogerebert.com/reviews/the-little-mermaid-1989,Roger Ebert,4.0,False,1989,0.063,0.739,0.199,0.9991,4523
Drugstore Cowboy,https://www.rogerebert.com/reviews/drugstore-cowboy-1989,Roger Ebert,4.0,False,1989,0.149,0.704,0.147,-0.8464,6227
La Lectrice,https://www.rogerebert.com/reviews/la-lectrice-1989,Roger Ebert,4.0,False,1989,0.034,0.822,0.144,0.9976,3794
A Dry White Season,https://www.rogerebert.com/reviews/a-dry-white-season-1989,Roger Ebert,4.0,False,1989,0.112,0.774,0.114,0.7487,7458
Parenthood,https://www.rogerebert.com/reviews/parenthood-1989,Roger Ebert,4.0,False,1989,0.048,0.768,0.184,0.9993,5672
Getting It Right,https://www.rogerebert.com/reviews/getting-it-right-1989,Roger Ebert,4.0,False,1989,0.041,0.807,0.152,0.9978,4026
Chocolat,https://www.rogerebert.com/reviews/chocolat-1989,Roger Ebert,4.0,False,1989,0.088,0.744,0.168,0.9975,4382
Scandal,https://www.rogerebert.com/reviews/scandal-1989,Roger Ebert,4.0,False,1989,0.106,0.716,0.178,0.9984,6129
Field of Dreams,https://www.rogerebert.com/reviews/field-of-dreams-1989,Roger Ebert,4.0,False,1989,0.051,0.789,0.16,0.9986,4497
High Hopes,https://www.rogerebert.com/reviews/high-hopes-1989,Roger Ebert,4.0,False,1989,0.09,0.802,0.108,0.9622,5541
Paperhouse,https://www.rogerebert.com/reviews/paperhouse-1989,Roger Ebert,4.0,False,1989,0.034,0.855,0.111,0.9923,3332
The Mighty Quinn,https://www.rogerebert.com/reviews/the-mighty-quinn-1989,Roger Ebert,4.0,False,1989,0.087,0.711,0.202,0.999,4923
Vincent: The Life And Death Of Vincent Van Gogh,https://www.rogerebert.com/reviews/vincent-the-life-and-death-of-vincent-van-gogh-1989,Roger Ebert,4.0,False,1989,0.048,0.855,0.096,0.9869,3763
The Accidental Tourist,https://www.rogerebert.com/reviews/the-accidental-tourist-1989,Roger Ebert,4.0,False,1989,0.074,0.818,0.108,0.99,5377
Talk Radio,https://www.rogerebert.com/reviews/talk-radio-1988,Roger Ebert,4.0,False,1988,0.11,0.811,0.079,-0.9854,5256
Working Girl,https://www.rogerebert.com/reviews/working-girl-1988,Roger Ebert,4.0,False,1988,0.056,0.823,0.121,0.9957,4372
Little Dorrit,https://www.rogerebert.com/reviews/little-dorrit-1988,Roger Ebert,4.0,False,1988,0.087,0.785,0.128,0.9953,6246
Mississippi Burning,https://www.rogerebert.com/reviews/mississippi-burning-1988,Roger Ebert,4.0,False,1988,0.12,0.738,0.142,0.9846,7196
Another Woman,https://www.rogerebert.com/reviews/another-woman-1988,Roger Ebert,4.0,False,1988,0.095,0.791,0.115,0.9843,6908
Salaam Bombay!,https://www.rogerebert.com/reviews/salaam-bombay-1988,Roger Ebert,4.0,False,1988,0.094,0.79,0.116,0.9782,5135
Madame Sousatzka,https://www.rogerebert.com/reviews/madame-sousatzka-1988,Roger Ebert,4.0,False,1988,0.084,0.746,0.17,0.9985,5371
Running on Empty,https://www.rogerebert.com/reviews/running-on-empty-1988,Roger Ebert,4.0,False,1988,0.092,0.822,0.087,0.7001,5212
Dear America: Letters Home From Vietnam,https://www.rogerebert.com/reviews/dear-america-letters-home-from-vietnam-1988,Roger Ebert,4.0,False,1988,0.119,0.821,0.061,-0.9955,4630
A Fish Called Wanda,https://www.rogerebert.com/reviews/a-fish-called-wanda-1988,Roger Ebert,4.0,False,1988,0.139,0.682,0.179,0.9926,4834
A World Apart,https://www.rogerebert.com/reviews/a-world-apart-1988,Roger Ebert,4.0,False,1988,0.104,0.768,0.128,0.9776,5071
Who Framed Roger Rabbit,https://www.rogerebert.com/reviews/who-framed-roger-rabbit-1988,Roger Ebert,4.0,False,1988,0.093,0.81,0.097,0.9179,5386
Shy People,https://www.rogerebert.com/reviews/shy-people-1988,Roger Ebert,4.0,False,1988,0.086,0.815,0.099,0.7446,4351
Permanent Record,https://www.rogerebert.com/reviews/permanent-record-1988,Roger Ebert,4.0,False,1988,0.074,0.784,0.142,0.9975,5765
Au revoir les enfants,https://www.rogerebert.com/reviews/au-revoir-les-enfants-1988,Roger Ebert,4.0,False,1988,0.121,0.833,0.046,-0.9955,4268
The Unbearable Lightness of Being,https://www.rogerebert.com/reviews/the-unbearable-lightness-of-being-1988,Roger Ebert,4.0,False,1988,0.049,0.78,0.171,0.9994,5823
Housekeeping,https://www.rogerebert.com/reviews/housekeeping-1988,Roger Ebert,4.0,False,1988,0.059,0.808,0.133,0.9951,4341
"Good Morning, Vietnam",https://www.rogerebert.com/reviews/good-morning-vietnam-1988,Roger Ebert,4.0,False,1988,0.094,0.769,0.137,0.9907,4942
Manon of the Spring,https://www.rogerebert.com/reviews/manon-of-the-spring-1987,Roger Ebert,4.0,False,1987,0.112,0.779,0.11,0.1371,3827
Barfly,https://www.rogerebert.com/reviews/barfly-1987,Roger Ebert,4.0,False,1987,0.084,0.807,0.11,0.9644,3891
Broadcast News,https://www.rogerebert.com/reviews/broadcast-news-1987,Roger Ebert,4.0,False,1987,0.074,0.744,0.182,0.999,5076
The Last Emperor,https://www.rogerebert.com/reviews/the-last-emperor-1987,Roger Ebert,4.0,False,1987,0.098,0.816,0.086,-0.6846,6801
Less Than Zero,https://www.rogerebert.com/reviews/less-than-zero-1987,Roger Ebert,4.0,False,1987,0.072,0.801,0.127,0.9933,4496
Tampopo,https://www.rogerebert.com/reviews/tampopo-1987,Roger Ebert,4.0,False,1987,0.048,0.732,0.22,0.999,3219
The Big Easy,https://www.rogerebert.com/reviews/the-big-easy-1987,Roger Ebert,4.0,False,1987,0.081,0.775,0.144,0.9874,3661
No Way Out,https://www.rogerebert.com/reviews/no-way-out-1987,Roger Ebert,4.0,False,1987,0.071,0.74,0.19,0.9984,3898
Prick Up Your Ears,https://www.rogerebert.com/reviews/prick-up-your-ears-1987,Roger Ebert,4.0,False,1987,0.106,0.77,0.125,0.98,4954
Lethal Weapon,https://www.rogerebert.com/reviews/lethal-weapon-1987,Roger Ebert,4.0,False,1987,0.11,0.719,0.171,0.9931,3636
Hoosiers,https://www.rogerebert.com/reviews/hoosiers-1987,Roger Ebert,4.0,False,1987,0.06,0.824,0.116,0.9916,3916
Radio Days,https://www.rogerebert.com/reviews/radio-days-1987,Roger Ebert,4.0,False,1987,0.036,0.794,0.17,0.9994,5429
Platoon,https://www.rogerebert.com/reviews/platoon-1986,Roger Ebert,4.0,False,1986,0.206,0.682,0.112,-0.9987,4849
The Sacrifice,https://www.rogerebert.com/reviews/the-sacrifice-1986,Roger Ebert,4.0,False,1986,0.041,0.876,0.082,0.9786,4208
Sid and Nancy,https://www.rogerebert.com/reviews/A-love-story-forged-in-hell,Roger Ebert,4.0,False,hell,0.158,0.719,0.124,-0.9929,5570
'Round Midnight,https://www.rogerebert.com/reviews/round-midnight-1986,Roger Ebert,4.0,False,1986,0.061,0.829,0.109,0.9854,4332
Peggy Sue Got Married,https://www.rogerebert.com/reviews/peggy-sue-got-married-1986,Roger Ebert,4.0,False,1986,0.025,0.837,0.138,0.9986,4648
Vagabond,https://www.rogerebert.com/reviews/vagabond-1986,Roger Ebert,4.0,False,1986,0.092,0.823,0.085,-0.6066,4060
Mona Lisa,https://www.rogerebert.com/reviews/mona-lisa-1986,Roger Ebert,4.0,False,1986,0.077,0.788,0.135,0.9945,4066
About Last Night...,https://www.rogerebert.com/reviews/about-last-night----1986,Roger Ebert,4.0,False,1986,0.058,0.743,0.199,0.999,4527
The Manhattan Project,https://www.rogerebert.com/reviews/the-manhattan-project-1986,Roger Ebert,4.0,False,1986,0.078,0.764,0.158,0.9956,3820
Uforia,https://www.rogerebert.com/reviews/uforia-1986,Roger Ebert,4.0,False,1986,0.047,0.802,0.152,0.9984,4226
A Year Of The Quiet Sun,https://www.rogerebert.com/reviews/a-year-of-the-quiet-sun-1986,Roger Ebert,4.0,False,1986,0.091,0.767,0.142,0.9904,3542
A Room with a View,https://www.rogerebert.com/reviews/a-room-with-a-view-1986,Roger Ebert,4.0,False,1986,0.046,0.755,0.199,0.9994,4750
Lucas,https://www.rogerebert.com/reviews/lucas-1986,Roger Ebert,4.0,False,1986,0.072,0.744,0.184,0.9992,5347
Trouble in Mind,https://www.rogerebert.com/reviews/trouble-in-mind-1986,Roger Ebert,4.0,False,1986,0.085,0.827,0.087,0.6494,4066
Hannah and Her Sisters,https://www.rogerebert.com/reviews/hannah-and-her-sisters-1986,Roger Ebert,4.0,False,1986,0.09,0.779,0.131,0.9927,5312
28 Up,https://www.rogerebert.com/reviews/28-up-1986,Roger Ebert,4.0,False,1986,0.073,0.815,0.113,0.9932,5030
Down and Out in Beverly Hills,https://www.rogerebert.com/reviews/down-and-out-in-beverly-hills-1986,Roger Ebert,4.0,False,1986,0.056,0.754,0.19,0.9995,5874
Runaway Train,https://www.rogerebert.com/reviews/runaway-train-1986,Roger Ebert,4.0,False,1986,0.097,0.784,0.118,0.9514,4693
Out of Africa,https://www.rogerebert.com/reviews/out-of-africa-1985,Roger Ebert,4.0,False,1985,0.074,0.779,0.147,0.9981,5597
The Official Story,https://www.rogerebert.com/reviews/the-official-story-1985,Roger Ebert,4.0,False,1985,0.106,0.773,0.121,0.9603,3805
To Live and Die in L.A.,https://www.rogerebert.com/reviews/to-live-and-die-in-la-1985,Roger Ebert,4.0,False,1985,0.079,0.804,0.118,0.9823,3983
Wetherby,https://www.rogerebert.com/reviews/wetherby-1985,Roger Ebert,4.0,False,1985,0.141,0.738,0.121,-0.9496,3303
Heartbreakers,https://www.rogerebert.com/reviews/heartbreakers-1985,Roger Ebert,4.0,False,1985,0.063,0.767,0.17,0.9975,3399
Dance With A Stranger,https://www.rogerebert.com/reviews/dance-with-a-stranger-1985,Roger Ebert,4.0,False,1985,0.101,0.83,0.068,-0.9565,3467
Mad Max Beyond Thunderdome,https://www.rogerebert.com/reviews/mad-max-beyond-thunderdome-1985,Roger Ebert,4.0,False,1985,0.148,0.767,0.085,-0.9958,4281
Pale Rider,https://www.rogerebert.com/reviews/pale-rider-1985,Roger Ebert,4.0,False,1985,0.075,0.844,0.082,0.5687,3661
Streetwise,https://www.rogerebert.com/reviews/streetwise-1985,Roger Ebert,4.0,False,1985,0.133,0.751,0.116,-0.695,2926
Lost in America,https://www.rogerebert.com/reviews/lost-in-america-1985,Roger Ebert,4.0,False,1985,0.054,0.848,0.098,0.9917,4278
The Purple Rose of Cairo,https://www.rogerebert.com/reviews/the-purple-rose-of-cairo-1985,Roger Ebert,4.0,False,1985,0.068,0.777,0.155,0.9979,4271
Witness,https://www.rogerebert.com/reviews/witness-1985,Roger Ebert,4.0,False,1985,0.077,0.727,0.196,0.9983,3844
The Falcon and the Snowman,https://www.rogerebert.com/reviews/the-falcon-and-the-snowman-1985,Roger Ebert,4.0,False,1985,0.077,0.795,0.128,0.9939,4685
Under the Volcano,https://www.rogerebert.com/reviews/under-the-volcano-1984,Roger Ebert,4.0,False,1984,0.075,0.814,0.112,0.9873,3636
Indiana Jones and the Temple of Doom,https://www.rogerebert.com/reviews/indiana-jones-and-the-temple-of-doom-1984,Roger Ebert,4.0,False,1984,0.109,0.681,0.21,0.9988,5128
Love Streams,https://www.rogerebert.com/reviews/love-streams-1984,Roger Ebert,4.0,False,1984,0.093,0.807,0.1,0.9188,4041
The Bounty,https://www.rogerebert.com/reviews/the-bounty-1984,Roger Ebert,4.0,False,1984,0.071,0.733,0.197,0.9986,3774
Micki + Maude,https://www.rogerebert.com/reviews/micki--maude-1984,Roger Ebert,4.0,False,1984,0.089,0.722,0.188,0.998,3582
The Karate Kid,https://www.rogerebert.com/reviews/the-karate-kid-1984,Roger Ebert,4.0,False,1984,0.071,0.762,0.167,0.9954,3023
Birdy,https://www.rogerebert.com/reviews/birdy-1984,Roger Ebert,4.0,False,1984,0.073,0.752,0.174,0.9977,3688
Once Upon a Time in America,https://www.rogerebert.com/reviews/once-upon-a-time-in-america-1984,Roger Ebert,4.0,False,1984,0.097,0.816,0.087,-0.9082,4091
Sugar Cane Alley,https://www.rogerebert.com/reviews/sugar-cane-alley-1984,Roger Ebert,4.0,False,1984,0.03,0.845,0.125,0.9936,2798
The Killing Fields,https://www.rogerebert.com/reviews/the-killing-fields-1984,Roger Ebert,4.0,False,1984,0.101,0.761,0.138,0.9945,6056
A Passage to India,https://www.rogerebert.com/reviews/a-passage-to-india-1984,Roger Ebert,4.0,False,1984,0.096,0.769,0.136,0.9935,4572
The Cotton Club,https://www.rogerebert.com/reviews/the-cotton-club-1984,Roger Ebert,4.0,False,1984,0.105,0.724,0.171,0.9951,4329
Iceman,https://www.rogerebert.com/reviews/iceman-1984,Roger Ebert,4.0,False,1984,0.114,0.821,0.065,-0.9887,3868
Moscow on the Hudson,https://www.rogerebert.com/reviews/moscow-on-the-hudson-1984,Roger Ebert,4.0,False,1984,0.025,0.813,0.161,0.9974,3175
Stranger Than Paradise,https://www.rogerebert.com/reviews/stranger-than-paradise-1984,Roger Ebert,4.0,False,1984,0.046,0.799,0.155,0.9966,2806
After the Rehearsal,https://www.rogerebert.com/reviews/after-the-rehearsal-1984,Roger Ebert,4.0,False,1984,0.09,0.792,0.117,0.9842,5050
Carmen,https://www.rogerebert.com/reviews/carmen-1984,Roger Ebert,4.0,False,1984,0.068,0.771,0.161,0.9947,2917
Secret Honor,https://www.rogerebert.com/reviews/secret-honor-1984,Roger Ebert,4.0,False,1984,0.108,0.782,0.11,0.3173,3425
Silkwood,https://www.rogerebert.com/reviews/silkwood-1983,Roger Ebert,4.0,False,1983,0.125,0.778,0.097,-0.9683,3637
Terms of Endearment,https://www.rogerebert.com/reviews/terms-of-endearment-1983,Roger Ebert,4.0,False,1983,0.041,0.769,0.191,0.9991,3837
I Married a Shadow,https://www.rogerebert.com/reviews/i-married-a-shadow-1983,Roger Ebert,4.0,False,1983,0.132,0.709,0.16,0.9238,2679
Danton,https://www.rogerebert.com/reviews/danton-1983,Roger Ebert,4.0,False,1983,0.047,0.788,0.165,0.9976,3095
Star 80,https://www.rogerebert.com/reviews/star-80-1983,Roger Ebert,4.0,False,1983,0.122,0.759,0.119,-0.8257,4984
Testament,https://www.rogerebert.com/reviews/testament-1983,Roger Ebert,4.0,False,1983,0.147,0.717,0.136,-0.7777,3311
Richard Pryor Here and Now,https://www.rogerebert.com/reviews/richard-pryor-here-and-now-1983,Roger Ebert,4.0,False,1983,0.091,0.805,0.104,-0.4123,2594
The Ballad of Narayama,https://www.rogerebert.com/reviews/the-ballad-of-narayama-1983,Roger Ebert,4.0,False,1983,0.079,0.76,0.16,0.9925,2559
The Draughtsman's Contract,https://www.rogerebert.com/reviews/the-draughtsmans-contract-1983,Roger Ebert,4.0,False,1983,0.055,0.81,0.135,0.9905,2516
WarGames,https://www.rogerebert.com/reviews/wargames-1983,Roger Ebert,4.0,False,1983,0.068,0.801,0.132,0.9875,3491
The Year of Living Dangerously,https://www.rogerebert.com/reviews/the-year-of-living-dangerously-1983,Roger Ebert,4.0,False,1983,0.057,0.785,0.158,0.9974,3638
Dark Circle,https://www.rogerebert.com/reviews/dark-circle-1983,Roger Ebert,4.0,False,1983,0.126,0.803,0.072,-0.9789,3017
Local Hero,https://www.rogerebert.com/reviews/local-hero-1983,Roger Ebert,4.0,False,1983,0.007,0.826,0.167,0.9979,2705
"Say Amen, Somebody",https://www.rogerebert.com/reviews/say-amen-somebody-1983,Roger Ebert,4.0,False,1983,0.022,0.884,0.095,0.9947,3835
Betrayal,https://www.rogerebert.com/reviews/betrayal-1983,Roger Ebert,4.0,False,1983,0.133,0.71,0.156,0.9664,3366
Risky Business,https://www.rogerebert.com/reviews/risky-business-1983,Roger Ebert,4.0,False,1983,0.047,0.839,0.114,0.983,2963
The Dresser,https://www.rogerebert.com/reviews/the-dresser-1983,Roger Ebert,4.0,False,1983,0.085,0.746,0.169,0.9972,4006
Tootsie,https://www.rogerebert.com/reviews/tootsie-1982,Roger Ebert,4.0,False,1982,0.072,0.76,0.168,0.9972,3662
The Tree of Knowledge,https://www.rogerebert.com/reviews/the-tree-of-knowledge-1982,Roger Ebert,4.0,False,1982,0.071,0.806,0.123,0.9885,4465
Tron,https://www.rogerebert.com/reviews/tron-1982,Roger Ebert,4.0,False,1982,0.097,0.731,0.172,0.9956,3820
Gandhi,https://www.rogerebert.com/reviews/gandhi-1982,Roger Ebert,4.0,False,1982,0.071,0.822,0.107,0.9915,5940
Sophie's Choice,https://www.rogerebert.com/reviews/sophies-choice-1982,Roger Ebert,4.0,False,1982,0.081,0.756,0.163,0.997,4425
Moonlighting,https://www.rogerebert.com/reviews/moonlighting-1982,Roger Ebert,4.0,False,1982,0.048,0.844,0.108,0.9911,3905
Tex,https://www.rogerebert.com/reviews/tex-1982,Roger Ebert,4.0,False,1982,0.078,0.786,0.137,0.9938,3666
The Verdict,https://www.rogerebert.com/reviews/the-verdict-1982,Roger Ebert,4.0,False,1982,0.065,0.817,0.118,0.9923,4265
Burden of Dreams,https://www.rogerebert.com/reviews/burden-of-dreams-1982,Roger Ebert,4.0,False,1982,0.13,0.812,0.057,-0.992,2954
Richard Pryor Live on the Sunset Strip,https://www.rogerebert.com/reviews/richard-pryor-live-on-the-sunset-strip-1982,Roger Ebert,4.0,False,1982,0.074,0.754,0.172,0.9976,3818
Personal Best,https://www.rogerebert.com/reviews/personal-best-1982,Roger Ebert,4.0,False,1982,0.052,0.767,0.181,0.9984,3951
An Officer and a Gentleman,https://www.rogerebert.com/reviews/an-officer-and-a-gentleman-1982,Roger Ebert,4.0,False,1982,0.063,0.749,0.188,0.999,4285
Montenegro,https://www.rogerebert.com/reviews/montenegro-1982,Roger Ebert,4.0,False,1982,0.075,0.79,0.135,0.9947,4661
Napoléon,https://www.rogerebert.com/reviews/napol%C3%A9on-1927,Roger Ebert,4.0,False,1927,0.049,0.8,0.151,0.9984,4776
Four Friends,https://www.rogerebert.com/reviews/four-friends-1981,Roger Ebert,4.0,False,1981,0.073,0.758,0.169,0.9981,4298
Blow Out,https://www.rogerebert.com/reviews/blow-out,Roger Ebert,4.0,False,out,0.11,0.803,0.087,-0.9762,4927
The Long Good Friday,https://www.rogerebert.com/reviews/the-long-good-friday-1981,Roger Ebert,4.0,False,1981,0.164,0.739,0.098,-0.9942,3377
Prince of the City,https://www.rogerebert.com/reviews/prince-of-the-city-1981,Roger Ebert,4.0,False,1981,0.116,0.786,0.097,-0.9074,3620
Chariots of Fire,https://www.rogerebert.com/reviews/chariots-of-fire-1981,Roger Ebert,4.0,False,1981,0.063,0.812,0.125,0.9954,4374
On Golden Pond,https://www.rogerebert.com/reviews/on-golden-pond-1981,Roger Ebert,4.0,False,1981,0.081,0.779,0.14,0.9958,4853
Superman II,https://www.rogerebert.com/reviews/superman-ii-1981,Roger Ebert,4.0,False,1981,0.041,0.815,0.144,0.9976,3773
Heartland,https://www.rogerebert.com/reviews/heartland-1981,Roger Ebert,4.0,False,1981,0.061,0.834,0.105,0.9856,3512
Smash Palace,https://www.rogerebert.com/reviews/smash-palace-1981,Roger Ebert,4.0,False,1981,0.104,0.734,0.162,0.9947,3976
Kagemusha,https://www.rogerebert.com/reviews/kagemusha-1980,Roger Ebert,4.0,False,1980,0.132,0.751,0.117,-0.9136,4090
Tess,https://www.rogerebert.com/reviews/tess-1980,Roger Ebert,4.0,False,1980,0.074,0.753,0.173,0.996,2756
Ordinary People,https://www.rogerebert.com/reviews/ordinary-people-1980,Roger Ebert,4.0,False,1980,0.121,0.692,0.188,0.9978,5140
The Great Santini,https://www.rogerebert.com/reviews/the-great-santini-1980,Roger Ebert,4.0,False,1980,0.049,0.76,0.192,0.9986,3500
Kramer vs. Kramer,https://www.rogerebert.com/reviews/kramer-vs-kramer,Roger Ebert,4.0,False,kramer,0.061,0.831,0.108,0.9939,5610
Halloween,https://www.rogerebert.com/reviews/halloween-1979,Roger Ebert,4.0,False,1979,0.153,0.71,0.137,-0.9249,2831
The Black Stallion,https://www.rogerebert.com/reviews/the-black-stallion-1979,Roger Ebert,4.0,False,1979,0.074,0.768,0.157,0.9983,4978
Dawn of the Dead,https://www.rogerebert.com/reviews/dawn-of-the-dead-1979,Roger Ebert,4.0,False,1979,0.171,0.717,0.111,-0.9953,4172
Hair,https://www.rogerebert.com/reviews/hair-1979,Roger Ebert,4.0,False,1979,0.049,0.779,0.172,0.999,4535
The Deer Hunter,https://www.rogerebert.com/reviews/the-deer-hunter-1979,Roger Ebert,4.0,False,1979,0.118,0.768,0.114,-0.9162,5310
Hardcore,https://www.rogerebert.com/reviews/hardcore-1979,Roger Ebert,4.0,False,1979,0.051,0.881,0.068,0.8525,3435
The China Syndrome,https://www.rogerebert.com/reviews/the-china-syndrome-1979,Roger Ebert,4.0,False,1979,0.101,0.792,0.108,0.6593,3396
10,https://www.rogerebert.com/reviews/10-1979,Roger Ebert,4.0,False,1979,0.022,0.808,0.17,0.9979,3310
Breaking Away,https://www.rogerebert.com/reviews/breaking-away-1979,Roger Ebert,4.0,False,1979,0.09,0.752,0.158,0.9957,4126
Stevie,https://www.rogerebert.com/reviews/stevie-1978,Roger Ebert,4.0,False,1978,0.061,0.787,0.153,0.9967,3605
Interiors,https://www.rogerebert.com/reviews/interiors-1978,Roger Ebert,4.0,False,1978,0.1,0.778,0.121,0.968,4695
Blue Collar,https://www.rogerebert.com/reviews/blue-collar-1978,Roger Ebert,4.0,False,1978,0.059,0.77,0.171,0.9988,4776
That Obscure Object of Desire,https://www.rogerebert.com/reviews/that-obscure-object-of-desire-1978,Roger Ebert,4.0,False,1978,0.09,0.782,0.129,0.9693,3651
"One Sings, the Other Doesn't",https://www.rogerebert.com/reviews/one-sings-the-other-doesnt,Roger Ebert,4.0,False,doesnt,0.03,0.823,0.147,0.9972,2957
An Unmarried Woman,https://www.rogerebert.com/reviews/an-unmarried-woman-1978,Roger Ebert,4.0,False,1978,0.055,0.787,0.158,0.9987,5013
The Boys in Company C,https://www.rogerebert.com/reviews/the-boys-in-company-c-1978,Roger Ebert,4.0,False,1978,0.082,0.813,0.105,0.956,4049
The Lacemaker,https://www.rogerebert.com/reviews/the-lacemaker-1978,Roger Ebert,4.0,False,1978,0.07,0.742,0.188,0.9988,4202
Coming Home,https://www.rogerebert.com/reviews/coming-home-1978,Roger Ebert,4.0,False,1978,0.126,0.744,0.13,0.4727,5596
National Lampoon's Animal House,https://www.rogerebert.com/reviews/national-lampoons-animal-house-1978,Roger Ebert,4.0,False,1978,0.09,0.794,0.116,0.9493,3720
Jail Bait,https://www.rogerebert.com/reviews/jail-bait-1977,Roger Ebert,4.0,False,1977,0.095,0.848,0.057,-0.9695,2903
Bound for Glory,https://www.rogerebert.com/reviews/bound-for-glory-1977,Roger Ebert,4.0,False,1977,0.057,0.807,0.136,0.996,4190
A Woman's Decision / The Balance,https://www.rogerebert.com/reviews/a-womans-decision--the-balance-1977,Roger Ebert,4.0,False,1977,0.12,0.748,0.133,0.9585,4733
The Late Show,https://www.rogerebert.com/reviews/the-late-show-1977,Roger Ebert,4.0,False,1977,0.115,0.737,0.148,0.9891,4443
Grey Gardens,https://www.rogerebert.com/reviews/grey-gardens-1976,Roger Ebert,4.0,False,1976,0.053,0.88,0.067,0.9271,4443
"Vincent, Francois, Paul and the Others",https://www.rogerebert.com/reviews/vincent-francois-paul-and-the-others-1976,Roger Ebert,4.0,False,1976,0.113,0.707,0.18,0.9939,3472
The Clockmaker,https://www.rogerebert.com/reviews/the-clockmaker-1976,Roger Ebert,4.0,False,1976,0.094,0.772,0.135,0.9789,3945
The Magic Flute,https://www.rogerebert.com/reviews/the-magic-flute-1976,Roger Ebert,4.0,False,1976,0.05,0.758,0.192,0.9984,3430
Seven Beauties,https://www.rogerebert.com/reviews/seven-beauties-1976,Roger Ebert,4.0,False,1976,0.141,0.744,0.115,-0.9623,4276
The Man Who Would Be King,https://www.rogerebert.com/reviews/the-man-who-would-be-king-1976,Roger Ebert,4.0,False,1976,0.054,0.736,0.21,0.9986,3241
Swept Away by an Unusual Destiny in the Blue Sea of August,https://www.rogerebert.com/reviews/swept-away-by-an-unusual-destiny-in-the-blue-sea-of-august-1976,Roger Ebert,4.0,False,1976,0.08,0.799,0.121,0.9929,4500
The Story of Adele H.,https://www.rogerebert.com/reviews/the-story-of-adele-h-1976,Roger Ebert,4.0,False,1976,0.088,0.755,0.156,0.9955,3640
Rocky,https://www.rogerebert.com/reviews/rocky-1976,Roger Ebert,4.0,False,1976,0.105,0.776,0.12,0.9734,5093
Silent Movie,https://www.rogerebert.com/reviews/silent-movie-1976,Roger Ebert,4.0,False,1976,0.043,0.807,0.15,0.997,3175
Small Change,https://www.rogerebert.com/reviews/small-change-1976,Roger Ebert,4.0,False,1976,0.107,0.766,0.127,0.945,3838
Stavisky,https://www.rogerebert.com/reviews/stavisky-1975,Roger Ebert,4.0,False,1975,0.125,0.727,0.148,0.973,4054
Payday,https://www.rogerebert.com/reviews/payday-1973,Roger Ebert,4.0,False,1973,0.098,0.805,0.096,-0.6824,3881
A Brief Vacation,https://www.rogerebert.com/reviews/a-brief-vacation-1973,Roger Ebert,4.0,False,1973,0.06,0.805,0.134,0.9978,4770
