title,link,reviewer,stars,gm,year,sentiment_sentiment_neg,sentiment_sentiment_neu,sentiment_sentiment_pos,sentiment_sentiment_compound,review_length
Under the Shadow,https://www.rogerebert.com/reviews/under-the-shadow-2016,Sheila O'Malley,4.0,False,2016,0.131,0.802,0.067,-0.9968,6134
Newtown,https://www.rogerebert.com/reviews/newtown-2016,Matt Zoller Seitz,3.5,False,2016,0.124,0.805,0.071,-0.9908,3780
Being 17,https://www.rogerebert.com/reviews/being-17-2016,Glenn Kenny,3.5,False,2016,0.077,0.811,0.112,0.9714,3312
13th,https://www.rogerebert.com/reviews/13th-2016,Odie Henderson,4.0,False,2016,0.122,0.774,0.104,-0.9886,7721
A Man Called Ove,https://www.rogerebert.com/reviews/a-man-called-ove-2016,Odie Henderson,3.5,False,2016,0.149,0.696,0.154,0.612,5513
Beauty and the Beast,https://www.rogerebert.com/reviews/beauty-and-the-beast-2016,Peter Sobczynski,3.5,False,2016,0.04,0.829,0.131,0.9987,5929
The Beatles: Eight Days a Week - The Touring Years,https://www.rogerebert.com/reviews/the-beatles-eight-days-a-week---the-touring-years-2016,Godfrey Cheshire,3.5,False,2016,0.027,0.793,0.18,0.9996,6581
Author: The JT LeRoy Story,https://www.rogerebert.com/reviews/author-the-jt-leroy-story-2016,Godfrey Cheshire,4.0,False,2016,0.066,0.789,0.145,0.9986,7699
Demon,https://www.rogerebert.com/reviews/demon-2016,Simon Abrams,3.5,False,2016,0.104,0.779,0.117,0.9302,4926
Kicks,https://www.rogerebert.com/reviews/kicks-2016,Sheila O'Malley,3.5,False,2016,0.075,0.778,0.147,0.9984,6721
Cameraperson,https://www.rogerebert.com/reviews/cameraperson-2016,Matt Zoller Seitz,4.0,False,2016,0.132,0.778,0.091,-0.9978,7941
Antibirth,https://www.rogerebert.com/reviews/antibirth-2016,Simon Abrams,3.5,False,2016,0.157,0.725,0.119,-0.987,4243
Southside With You,https://www.rogerebert.com/reviews/southside-with-you-2016,Odie Henderson,4.0,False,2016,0.034,0.785,0.181,0.9994,5754
Mia Madre,https://www.rogerebert.com/reviews/mia-madre-2016,Simon Abrams,3.5,False,2016,0.182,0.718,0.1,-0.9967,4176
Kate Plays Christine,https://www.rogerebert.com/reviews/kate-plays-christine-2016,Matt Zoller Seitz,3.5,False,2016,0.118,0.778,0.105,-0.9606,4822
Kubo and the Two Strings,https://www.rogerebert.com/reviews/kubo-and-the-two-strings-2016,Christy Lemire,3.5,False,2016,0.063,0.79,0.147,0.9982,5725
Ixcanul,https://www.rogerebert.com/reviews/ixcanul-2016,Alissa Wilkinson,3.5,False,2016,0.069,0.799,0.132,0.9931,4492
Pete's Dragon,https://www.rogerebert.com/reviews/petes-dragon-2016,Matt Zoller Seitz,3.5,False,2016,0.068,0.781,0.151,0.9985,6305
Florence Foster Jenkins,https://www.rogerebert.com/reviews/florence-foster-jenkins-2016,Susan Wloszczyna,3.5,False,2016,0.057,0.778,0.166,0.9985,4964
Disorder,https://www.rogerebert.com/reviews/disorder-2016,Sheila O'Malley,4.0,False,2016,0.094,0.753,0.153,0.9973,6020
My King,https://www.rogerebert.com/reviews/my-king-2016,Nick Allen,3.5,False,2016,0.084,0.741,0.175,0.999,5640
Little Men,https://www.rogerebert.com/reviews/little-men-2016,Sheila O'Malley,3.5,False,2016,0.101,0.765,0.134,0.994,6895
Gleason,https://www.rogerebert.com/reviews/gleason-2016,Matt Zoller Seitz,3.5,False,2016,0.069,0.81,0.121,0.98,3017
Indignation,https://www.rogerebert.com/reviews/indignation-2016,Glenn Kenny,4.0,False,2016,0.078,0.833,0.089,0.8109,5020
Miss Sharon Jones!,https://www.rogerebert.com/reviews/miss-sharon-jones-2016,Matt Fagerholm,3.5,False,2016,0.065,0.819,0.116,0.9958,5861
Don't Think Twice,https://www.rogerebert.com/reviews/dont-think-twice-2016,Sheila O'Malley,3.5,False,2016,0.056,0.769,0.175,0.9993,6557
Hooligan Sparrow,https://www.rogerebert.com/reviews/hooligan-sparrow-2016,Matt Fagerholm,4.0,False,2016,0.117,0.803,0.079,-0.9926,6243
Zero Days,https://www.rogerebert.com/reviews/zero-days-2016,Godfrey Cheshire,4.0,False,2016,0.143,0.775,0.082,-0.9984,6690
"Life, Animated",https://www.rogerebert.com/reviews/life-animated-2016,Sheila O'Malley,3.5,False,2016,0.078,0.789,0.133,0.9961,5691
The BFG,https://www.rogerebert.com/reviews/the-bfg-2016,Matt Zoller Seitz,3.5,False,2016,0.074,0.777,0.148,0.9981,6156
Swiss Army Man,https://www.rogerebert.com/reviews/swiss-army-man-2016,Matt Zoller Seitz,3.5,False,2016,0.087,0.81,0.103,0.8953,6201
Wiener-Dog,https://www.rogerebert.com/reviews/wiener-dog-2016,Sheila O'Malley,3.5,False,2016,0.113,0.753,0.133,0.9851,6209
Three,https://www.rogerebert.com/reviews/three-2016,Simon Abrams,3.5,False,2016,0.072,0.823,0.105,0.9841,4376
Land and Shade,https://www.rogerebert.com/reviews/land-and-shade-2016,Mark Dujsik,3.5,False,2016,0.108,0.795,0.097,-0.8529,6116
Central Intelligence,https://www.rogerebert.com/reviews/central-intelligence-2016,Matt Zoller Seitz,3.5,False,2016,0.093,0.715,0.192,0.999,6159
Diary of a Chambermaid,https://www.rogerebert.com/reviews/diary-of-a-chambermaid-2016,Glenn Kenny,3.5,False,2016,0.107,0.769,0.124,0.9396,4269
De Palma,https://www.rogerebert.com/reviews/de-palma-2016,Peter Sobczynski,4.0,False,2016,0.055,0.825,0.12,0.9981,7824
The Witness,https://www.rogerebert.com/reviews/the-witness-2016,Matt Zoller Seitz,3.5,False,2016,0.162,0.75,0.087,-0.9988,6586
The Fits,https://www.rogerebert.com/reviews/the-fits-2016,Sheila O'Malley,3.5,False,2016,0.065,0.837,0.098,0.9909,6168
Weiner,https://www.rogerebert.com/reviews/weiner-2016,Odie Henderson,3.5,False,2016,0.099,0.783,0.118,0.9637,5809
Almost Holy,https://www.rogerebert.com/reviews/almost-holy-2016,Odie Henderson,3.5,False,2016,0.06,0.79,0.149,0.9974,4501
Pervert Park,https://www.rogerebert.com/reviews/pervert-park-2016,Nick Allen,4.0,False,2016,0.128,0.776,0.096,-0.9815,4959
Love & Friendship,https://www.rogerebert.com/reviews/love-and-friendship-2016,Matt Zoller Seitz,3.5,False,2016,0.055,0.763,0.182,0.9992,5573
High-Rise,https://www.rogerebert.com/reviews/high-rise-2016,Glenn Kenny,3.5,False,2016,0.05,0.812,0.138,0.9944,3919
The Lobster,https://www.rogerebert.com/reviews/the-lobster-2016,Sheila O'Malley,3.5,False,2016,0.079,0.792,0.129,0.9964,6692
Kill Zone 2,https://www.rogerebert.com/reviews/kill-zone-2-2016,Simon Abrams,3.5,False,2016,0.192,0.701,0.107,-0.9982,4820
Sunset Song,https://www.rogerebert.com/reviews/sunset-song-2016,Matt Zoller Seitz,4.0,False,2016,0.107,0.783,0.109,0.5064,6301
A Monster with a Thousand Heads,https://www.rogerebert.com/reviews/a-monster-with-a-thousand-heads-2016,Godfrey Cheshire,4.0,False,2016,0.071,0.824,0.105,0.972,4745
A Light Beneath Their Feet,https://www.rogerebert.com/reviews/a-light-beneath-their-feet-2016,Matt Fagerholm,4.0,False,2016,0.085,0.788,0.127,0.9968,7068
Dark Horse,https://www.rogerebert.com/reviews/dark-horse-2016,Godfrey Cheshire,3.5,False,2016,0.016,0.816,0.168,0.9989,4257
Dragon Inn,https://www.rogerebert.com/reviews/dragon-inn-2016,Simon Abrams,4.0,False,2016,0.116,0.746,0.138,0.8928,4489
Sin Alas,https://www.rogerebert.com/reviews/sin-alas-2016,Sheila O'Malley,3.5,False,2016,0.112,0.787,0.101,-0.9325,6035
A Beautiful Planet,https://www.rogerebert.com/reviews/a-beautiful-planet-2016,Nick Allen,3.5,False,2016,0.0,0.83,0.17,0.9986,3444
The Meddler,https://www.rogerebert.com/reviews/the-meddler-2016,Matt Zoller Seitz,4.0,False,2016,0.092,0.808,0.1,0.5312,4797
The Jungle Book,https://www.rogerebert.com/reviews/the-jungle-book-2016,Matt Zoller Seitz,4.0,False,2016,0.056,0.784,0.161,0.9993,7730
Sing Street,https://www.rogerebert.com/reviews/sing-street-2016,Sheila O'Malley,3.5,False,2016,0.078,0.751,0.171,0.9991,7249
The Measure of a Man,https://www.rogerebert.com/reviews/the-measure-of-a-man-2016,Peter Sobczynski,4.0,False,2016,0.082,0.822,0.096,0.9711,6343
My Big Night,https://www.rogerebert.com/reviews/my-big-night-2016,Simon Abrams,3.5,False,2016,0.096,0.746,0.158,0.9952,4263
Class Divide,https://www.rogerebert.com/reviews/class-divide-2016,Godfrey Cheshire,3.5,False,2016,0.085,0.793,0.122,0.9911,6124
Miles Ahead,https://www.rogerebert.com/reviews/miles-ahead-2016,Angelica Jade Bastien,3.5,False,2016,0.077,0.733,0.19,0.9996,8676
The Dark Horse,https://www.rogerebert.com/reviews/the-dark-horse-2016,Sheila O'Malley,3.5,False,2016,0.068,0.807,0.125,0.9972,6405
Everybody Wants Some!!,https://www.rogerebert.com/reviews/everybody-wants-some-2016,Sheila O'Malley,3.5,False,2016,0.072,0.803,0.126,0.9978,7682
My Golden Days,https://www.rogerebert.com/reviews/my-golden-days-2016,Simon Abrams,3.5,False,2016,0.067,0.778,0.154,0.998,5519
Krisha,https://www.rogerebert.com/reviews/krisha-2016,Sheila O'Malley,3.5,False,2016,0.099,0.818,0.084,-0.9582,6762
Fireworks Wednesday,https://www.rogerebert.com/reviews/fireworks-wednesday-2016,Godfrey Cheshire,3.5,False,2016,0.083,0.833,0.085,-0.7913,6468
Cemetery of Splendour,https://www.rogerebert.com/reviews/cemetery-of-splendour-2016,Sheila O'Malley,4.0,False,2016,0.045,0.837,0.118,0.9984,7109
Trapped,https://www.rogerebert.com/reviews/trapped-2016,Nick Allen,3.5,False,2016,0.074,0.875,0.052,-0.8904,4626
Knight of Cups,https://www.rogerebert.com/reviews/knight-of-cups-2016,Matt Zoller Seitz,4.0,False,2016,0.109,0.775,0.116,0.9845,13276
Mavis!,https://www.rogerebert.com/reviews/mavis-2016,Nick Allen,3.5,False,2016,0.003,0.823,0.173,0.9988,3485
The Mermaid,https://www.rogerebert.com/reviews/the-mermaid-2016,Simon Abrams,3.5,False,2016,0.118,0.751,0.131,0.9038,5213
The Witch,https://www.rogerebert.com/reviews/the-witch-2016,Simon Abrams,3.5,False,2016,0.136,0.794,0.07,-0.9953,4863
A War,https://www.rogerebert.com/reviews/a-war-2016,Glenn Kenny,3.5,False,2016,0.113,0.777,0.111,0.19,3450
Mountains May Depart,https://www.rogerebert.com/reviews/mountains-may-depart-2016,Godfrey Cheshire,3.5,False,2016,0.035,0.812,0.153,0.9987,5223
Nina Forever,https://www.rogerebert.com/reviews/nina-forever-2016,Peter Sobczynski,3.5,False,2016,0.127,0.729,0.144,0.9534,6490
Michael Jackson's Journey from Motown to Off the Wall,https://www.rogerebert.com/reviews/michael-jacksons-journey-from-motown-to-off-the-wall-2016,Sheila O'Malley,3.5,False,2016,0.032,0.829,0.139,0.9992,6311
"Hail, Caesar!",https://www.rogerebert.com/reviews/hail-caesar-2016,Glenn Kenny,4.0,False,2016,0.103,0.764,0.133,0.988,7195
"Rabin, the Last Day",https://www.rogerebert.com/reviews/rabin-the-last-day-2016,Matt Fagerholm,3.5,False,2016,0.12,0.792,0.088,-0.9909,6635
Aferim!,https://www.rogerebert.com/reviews/aferim-2016,Peter Sobczynski,3.5,False,2016,0.094,0.81,0.096,-0.8975,5641
Bleak Street,https://www.rogerebert.com/reviews/bleak-street-2016,Glenn Kenny,3.5,False,2016,0.065,0.868,0.067,-0.3978,3663
The Treasure,https://www.rogerebert.com/reviews/the-treasure-2016,Glenn Kenny,3.5,False,2016,0.047,0.788,0.165,0.9979,3751
Henry Gamble's Birthday Party,https://www.rogerebert.com/reviews/henry-gambles-birthday-party-2016,Sheila O'Malley,3.5,False,2016,0.08,0.792,0.128,0.9969,6770
Only Yesterday,https://www.rogerebert.com/reviews/only-yesterday-2016,Glenn Kenny,4.0,False,2016,0.066,0.781,0.153,0.997,4305
Anomalisa,https://www.rogerebert.com/reviews/anomalisa-2015,Matt Zoller Seitz,3.5,False,2015,0.093,0.786,0.121,0.986,6391
45 Years,https://www.rogerebert.com/reviews/45-years-2015,Susan Wloszczyna,4.0,False,2015,0.062,0.807,0.131,0.9972,5049
Where to Invade Next,https://www.rogerebert.com/reviews/where-to-invade-next-2015,Godfrey Cheshire,4.0,False,2015,0.064,0.794,0.142,0.9986,7266
Star Wars: Episode VII - The Force Awakens,https://www.rogerebert.com/reviews/star-wars-episode-vii---the-force-awakens-2015,Matt Zoller Seitz,3.5,False,2015,0.09,0.798,0.112,0.9864,9349
Son of Saul,https://www.rogerebert.com/reviews/son-of-saul-2015,Christy Lemire,3.5,False,2015,0.081,0.821,0.099,0.8809,4437
Dreams Rewired,https://www.rogerebert.com/reviews/dreams-rewired-2015,Nick Allen,3.5,False,2015,0.03,0.845,0.125,0.9932,2867
Body,https://www.rogerebert.com/reviews/body-2015,Simon Abrams,3.5,False,2015,0.098,0.733,0.169,0.9969,4776
The Big Short,https://www.rogerebert.com/reviews/the-big-short-2015,Glenn Kenny,3.5,False,2015,0.092,0.793,0.114,0.9309,4683
Stinking Heaven,https://www.rogerebert.com/reviews/stinking-heaven-2015,Nick Allen,3.5,False,2015,0.092,0.802,0.106,0.8833,4890
Very Semi-Serious,https://www.rogerebert.com/reviews/very-semi-serious-2015,Matt Fagerholm,3.5,False,2015,0.088,0.812,0.1,-0.8117,6093
"Christmas, Again",https://www.rogerebert.com/reviews/christmas-again-2015,Sheila O'Malley,3.5,False,2015,0.073,0.82,0.107,0.9907,5512
Hitchcock/Truffaut,https://www.rogerebert.com/reviews/hitchcocktruffaut-2015,Odie Henderson,3.5,False,2015,0.047,0.881,0.072,0.977,6121
Chi-Raq,https://www.rogerebert.com/reviews/chi-raq-2015,Matt Zoller Seitz,4.0,False,2015,0.12,0.762,0.118,-0.8879,10299
Creed,https://www.rogerebert.com/reviews/creed-2015,Odie Henderson,4.0,False,2015,0.058,0.752,0.19,0.9998,9234
Carol,https://www.rogerebert.com/reviews/carol-2015,Sheila O'Malley,3.5,False,2015,0.064,0.815,0.121,0.9972,6211
Mustang,https://www.rogerebert.com/reviews/mustang-2015,Christy Lemire,3.5,False,2015,0.07,0.827,0.103,0.978,4732
What Our Fathers Did: A Nazi Legacy,https://www.rogerebert.com/reviews/what-our-fathers-did-a-nazi-legacy-2015,Nick Allen,3.5,False,2015,0.067,0.863,0.07,0.5418,4649
Spotlight,https://www.rogerebert.com/reviews/spotlight-2015,Sheila O'Malley,3.5,False,2015,0.117,0.807,0.076,-0.9958,7166
In Jackson Heights,https://www.rogerebert.com/reviews/in-jackson-heights-2015,Matt Zoller Seitz,3.5,False,2015,0.04,0.876,0.084,0.9951,6171
Brooklyn,https://www.rogerebert.com/reviews/brooklyn-2015,Glenn Kenny,4.0,False,2015,0.078,0.743,0.18,0.9987,6061
Crimson Peak,https://www.rogerebert.com/reviews/crimson-peak-2015,Sheila O'Malley,4.0,False,2015,0.075,0.832,0.093,0.9592,7573
The Assassin,https://www.rogerebert.com/reviews/the-assassin-2015,Peter Sobczynski,3.5,False,2015,0.103,0.819,0.078,-0.9826,4951
Room,https://www.rogerebert.com/reviews/room-2015,Susan Wloszczyna,3.5,False,2015,0.064,0.794,0.142,0.9973,4998
Experimenter,https://www.rogerebert.com/reviews/experimenter-2015,Godfrey Cheshire,3.5,False,2015,0.068,0.843,0.09,0.9863,7429
All Things Must Pass: The Rise and Fall of Tower Records,https://www.rogerebert.com/reviews/all-things-must-pass-the-rise-and-fall-of-tower-records-2015,Odie Henderson,3.5,False,2015,0.028,0.825,0.146,0.9991,5683
Steve Jobs,https://www.rogerebert.com/reviews/steve-jobs-2015,Christy Lemire,3.5,False,2015,0.048,0.805,0.146,0.9991,6993
The Forbidden Room,https://www.rogerebert.com/reviews/the-forbidden-room-2015,Peter Sobczynski,3.5,False,2015,0.079,0.814,0.107,0.9912,6943
The Martian,https://www.rogerebert.com/reviews/the-martian-2015,Matt Zoller Seitz,3.5,False,2015,0.061,0.764,0.175,0.9996,8650
Mississippi Grind,https://www.rogerebert.com/reviews/mississippi-grind-2015,Matt Zoller Seitz,3.5,False,2015,0.06,0.804,0.136,0.9986,7232
99 Homes,https://www.rogerebert.com/reviews/99-homes-2015,Sheila O'Malley,3.5,False,2015,0.127,0.782,0.091,-0.9931,6321
Misunderstood,https://www.rogerebert.com/reviews/misunderstood-2014,Peter Sobczynski,3.5,False,2014,0.083,0.797,0.12,0.9913,6646
The Black Panthers: Vanguard of the Revolution,https://www.rogerebert.com/reviews/the-black-panthers-vanguard-of-the-revolution-2015,Odie Henderson,3.5,False,2015,0.128,0.754,0.117,-0.9746,7356
Finders Keepers,https://www.rogerebert.com/reviews/finders-keepers-2015,Nick Allen,3.5,False,2015,0.052,0.771,0.177,0.9993,5450
The Cut,https://www.rogerebert.com/reviews/the-cut-2015,Simon Abrams,3.5,False,2015,0.123,0.778,0.099,-0.9573,4948
The New Girlfriend,https://www.rogerebert.com/reviews/the-new-girlfriend-2015,Peter Sobczynski,4.0,False,2015,0.049,0.849,0.102,0.9948,6192
Office,https://www.rogerebert.com/reviews/office-2015,Simon Abrams,3.5,False,2015,0.056,0.77,0.174,0.999,5362
Peace Officer,https://www.rogerebert.com/reviews/peace-officer-2015,Matt Zoller Seitz,3.5,False,2015,0.193,0.721,0.086,-0.9988,4902
The Visit,https://www.rogerebert.com/reviews/the-visit-2015,Sheila O'Malley,3.5,False,2015,0.12,0.775,0.105,-0.9504,5842
Goodnight Mommy,https://www.rogerebert.com/reviews/goodnight-mommy-2015,Peter Sobczynski,4.0,False,2015,0.103,0.767,0.13,0.9817,6536
Coming Home,https://www.rogerebert.com/reviews/coming-home-2015,Peter Sobczynski,3.5,False,2015,0.085,0.821,0.094,0.9712,6600
Time Out of Mind,https://www.rogerebert.com/reviews/time-out-of-mind-2015,Matt Zoller Seitz,3.5,False,2015,0.055,0.882,0.063,0.9297,7589
Rosenwald,https://www.rogerebert.com/reviews/rosenwald-2015,Matt Fagerholm,3.5,False,2015,0.058,0.819,0.123,0.9966,5464
Grandma,https://www.rogerebert.com/reviews/grandma-2015,Glenn Kenny,3.5,False,2015,0.056,0.764,0.18,0.9987,4582
Straight Outta Compton,https://www.rogerebert.com/reviews/straight-outta-compton-2015,Odie Henderson,4.0,False,2015,0.096,0.758,0.147,0.9958,6078
The Diary of a Teenage Girl,https://www.rogerebert.com/reviews/the-diary-of-a-teenage-girl-2015,Sheila O'Malley,3.5,False,2015,0.096,0.762,0.141,0.996,7365
Call Me Lucky,https://www.rogerebert.com/reviews/call-me-lucky-2015,Odie Henderson,3.5,False,2015,0.117,0.771,0.112,-0.979,6158
Kahlil Gibran's The Prophet,https://www.rogerebert.com/reviews/kahlil-gibrans-the-prophet-2015,Peter Sobczynski,3.5,False,2015,0.043,0.849,0.108,0.9941,5008
Shaun the Sheep Movie,https://www.rogerebert.com/reviews/shaun-the-sheep-movie-2015,Susan Wloszczyna,4.0,False,2015,0.035,0.848,0.117,0.9979,6275
Best of Enemies,https://www.rogerebert.com/reviews/best-of-enemies-2015,Godfrey Cheshire,3.5,False,2015,0.117,0.834,0.049,-0.9982,7143
Listen to Me Marlon,https://www.rogerebert.com/reviews/listen-to-me-marlon-2015,Matt Zoller Seitz,3.5,False,2015,0.104,0.81,0.086,-0.9905,8546
Mission: Impossible - Rogue Nation,https://www.rogerebert.com/reviews/mission-impossible---rogue-nation-2015,Matt Zoller Seitz,4.0,False,2015,0.071,0.827,0.102,0.9959,9833
Horse Money,https://www.rogerebert.com/reviews/horse-money-2015,Matt Zoller Seitz,3.5,False,2015,0.11,0.821,0.068,-0.9908,5497
Ant-Man,https://www.rogerebert.com/reviews/ant-man-2015,Glenn Kenny,3.5,False,2015,0.065,0.799,0.136,0.9971,5923
The Look of Silence,https://www.rogerebert.com/reviews/the-look-of-silence-2015,Glenn Kenny,3.5,False,2015,0.071,0.868,0.061,-0.8276,4562
Court,https://www.rogerebert.com/reviews/court-2015,Laya Maheshwari,4.0,False,2015,0.097,0.806,0.097,0.4272,5141
Boulevard,https://www.rogerebert.com/reviews/boulevard-2015,Nick Allen,3.5,False,2015,0.06,0.775,0.165,0.9979,4224
Amy,https://www.rogerebert.com/reviews/amy-2015,Susan Wloszczyna,4.0,False,2015,0.066,0.84,0.095,0.9868,7439
Runoff,https://www.rogerebert.com/reviews/runoff-2015,Matt Zoller Seitz,3.5,False,2015,0.06,0.807,0.133,0.9986,6851
A Murder in the Park,https://www.rogerebert.com/reviews/a-murder-in-the-park-2015,Godfrey Cheshire,3.5,False,2015,0.14,0.759,0.1,-0.9908,5233
Infinitely Polar Bear,https://www.rogerebert.com/reviews/infinitely-polar-bear-2015,Susan Wloszczyna,3.5,False,2015,0.08,0.778,0.142,0.9965,5935
Eden,https://www.rogerebert.com/reviews/eden-2015,Sheila O'Malley,3.5,False,2015,0.075,0.761,0.164,0.9992,7502
Inside Out,https://www.rogerebert.com/reviews/inside-out-2015,Matt Zoller Seitz,4.0,False,2015,0.095,0.74,0.165,0.9992,9531
Testament of Youth,https://www.rogerebert.com/reviews/testament-of-youth-2015,Godfrey Cheshire,3.5,False,2015,0.152,0.708,0.139,-0.9652,5663
The Farewell Party,https://www.rogerebert.com/reviews/the-farewell-party-2015,Odie Henderson,3.5,False,2015,0.112,0.741,0.147,0.9865,6050
Güeros,https://www.rogerebert.com/reviews/g%C3%BCeros-2015,Godfrey Cheshire,4.0,False,2015,0.058,0.817,0.125,0.9977,6623
I'll See You in My Dreams,https://www.rogerebert.com/reviews/ill-see-you-in-my-dreams-2015,Glenn Kenny,3.5,False,2015,0.035,0.797,0.169,0.9988,4424
The Connection,https://www.rogerebert.com/reviews/the-connection-2015,Peter Sobczynski,3.5,False,2015,0.072,0.804,0.124,0.994,4893
The Seven Five,https://www.rogerebert.com/reviews/the-seven-five-2015,Godfrey Cheshire,3.5,False,2015,0.11,0.751,0.14,0.9787,5000
I Am Big Bird: The Caroll Spinney Story,https://www.rogerebert.com/reviews/i-am-big-bird-the-caroll-spinney-story-2015,Sheila O'Malley,3.5,False,2015,0.074,0.817,0.109,0.9972,10338
The Ocean of Helena Lee,https://www.rogerebert.com/reviews/the-ocean-of-helena-lee-2015,Peter Sobczynski,4.0,False,2015,0.039,0.82,0.141,0.9989,6107
Tangerines,https://www.rogerebert.com/reviews/tangerines-2013,Susan Wloszczyna,3.5,False,2013,0.116,0.791,0.093,-0.9876,4540
Rebels of the Neon God,https://www.rogerebert.com/reviews/rebels-of-the-neon-god-2015,Matt Zoller Seitz,3.5,False,2015,0.132,0.801,0.067,-0.9972,5653
Clouds of Sils Maria,https://www.rogerebert.com/reviews/clouds-of-sils-maria-2015,Glenn Kenny,3.5,False,2015,0.055,0.828,0.116,0.9963,6286
The Harvest,https://www.rogerebert.com/reviews/the-harvest-2015,Peter Sobczynski,3.5,False,2015,0.076,0.768,0.156,0.998,5797
Ex Machina,https://www.rogerebert.com/reviews/ex-machina-2015,Matt Zoller Seitz,4.0,False,2015,0.102,0.779,0.119,0.947,8308
About Elly,https://www.rogerebert.com/reviews/about-elly-2015,Godfrey Cheshire,4.0,False,2015,0.034,0.837,0.129,0.9992,7787
Furious 7,https://www.rogerebert.com/reviews/furious-7-2015,Odie Henderson,3.5,False,2015,0.092,0.801,0.107,0.9362,6555
Cheatin',https://www.rogerebert.com/reviews/cheatin-2015,Simon Abrams,3.5,False,2015,0.072,0.791,0.137,0.9905,4217
White God,https://www.rogerebert.com/reviews/white-god-2015,Matt Zoller Seitz,3.5,False,2015,0.142,0.757,0.1,-0.9954,6674
The Salt of the Earth,https://www.rogerebert.com/reviews/the-salt-of-the-earth-2015,Peter Sobczynski,3.5,False,2015,0.037,0.852,0.111,0.9965,5226
A Wolf at the Door,https://www.rogerebert.com/reviews/a-wolf-at-the-door-2015,Pablo Villaça,3.5,False,2015,0.108,0.752,0.14,0.9727,3724
Dreamcatcher,https://www.rogerebert.com/reviews/dreamcatcher-2015,Sheila O'Malley,3.5,False,2015,0.093,0.797,0.11,0.5659,5158
Jauja,https://www.rogerebert.com/reviews/jauja-2015,Matt Zoller Seitz,3.5,False,2015,0.069,0.839,0.092,0.9413,4730
Danny Collins,https://www.rogerebert.com/reviews/danny-collins-2015,Matt Zoller Seitz,3.5,False,2015,0.062,0.778,0.16,0.9989,6128
La Sapienza,https://www.rogerebert.com/reviews/la-sapienza-2015,Godfrey Cheshire,4.0,False,2015,0.036,0.853,0.111,0.9981,6651
An Honest Liar,https://www.rogerebert.com/reviews/an-honest-liar-2015,Godfrey Cheshire,3.5,False,2015,0.097,0.769,0.133,0.9857,5201
It Follows,https://www.rogerebert.com/reviews/it-follows-2015,Simon Abrams,3.5,False,2015,0.143,0.76,0.097,-0.9906,4721
That Guy Dick Miller,https://www.rogerebert.com/reviews/that-guy-dick-miller-2015,Odie Henderson,3.5,False,2015,0.079,0.789,0.132,0.9962,6129
Futuro Beach,https://www.rogerebert.com/reviews/futuro-beach-2015,Godfrey Cheshire,3.5,False,2015,0.036,0.867,0.097,0.9956,4902
Approaching the Elephant,https://www.rogerebert.com/reviews/approaching-the-elephant-2014,Matt Zoller Seitz,3.5,False,2014,0.108,0.794,0.098,-0.9558,5059
Wild Tales,https://www.rogerebert.com/reviews/wild-tales-2015,Godfrey Cheshire,4.0,False,2015,0.119,0.772,0.109,-0.9643,5464
"Gett, the Trial of Viviane Amsalem",https://www.rogerebert.com/reviews/gett-the-trial-of-viviane-amsalem-2015,Matt Zoller Seitz,4.0,False,2015,0.054,0.848,0.098,0.9934,6248
McFarland USA,https://www.rogerebert.com/reviews/mcfarland-usa-2015,Glenn Kenny,3.5,False,2015,0.049,0.775,0.177,0.9989,5065
Queen and Country,https://www.rogerebert.com/reviews/queen-and-country-2015,Godfrey Cheshire,3.5,False,2015,0.066,0.8,0.134,0.9971,5735
What We Do in the Shadows,https://www.rogerebert.com/reviews/what-we-do-in-the-shadows-2015,Simon Abrams,3.5,False,2015,0.069,0.753,0.179,0.9985,4739
Matt Shepard Is a Friend of Mine,https://www.rogerebert.com/reviews/matt-shepard-is-a-friend-of-mine-2015,Matt Zoller Seitz,4.0,False,2015,0.161,0.743,0.095,-0.9965,4544
Girlhood,https://www.rogerebert.com/reviews/girlhood-2015,Sheila O'Malley,3.5,False,2015,0.064,0.773,0.163,0.9991,6625
Hard to Be a God,https://www.rogerebert.com/reviews/hard-to-be-a-god-2015,Glenn Kenny,4.0,False,2015,0.102,0.772,0.126,0.9834,5941
Timbuktu,https://www.rogerebert.com/reviews/timbuktu-2015,Glenn Kenny,4.0,False,2015,0.155,0.764,0.081,-0.9973,4884
Red Army,https://www.rogerebert.com/reviews/red-army-2015,Godfrey Cheshire,4.0,False,2015,0.103,0.761,0.136,0.9867,5780
Gangs of Wasseypur,https://www.rogerebert.com/reviews/gangs-of-wasseypur-2015,Danny Bowes,4.0,False,2015,0.085,0.829,0.086,0.1893,4984
Blackhat,https://www.rogerebert.com/reviews/blackhat-2015,Matt Zoller Seitz,3.5,False,2015,0.063,0.85,0.087,0.8984,7500
Valley of Saints,https://www.rogerebert.com/reviews/valley-of-saints-2015,Omer M. Mozaffar,4.0,False,2015,0.04,0.792,0.168,0.9987,4806
Predestination,https://www.rogerebert.com/reviews/predestination-2015,Peter Sobczynski,3.5,False,2015,0.074,0.779,0.148,0.9982,6289
"Something, Anything",https://www.rogerebert.com/reviews/something-anything-2015,Michał Oleszczyk,3.5,False,2015,0.025,0.798,0.177,0.9994,5353
